month,rep_id,region,division,product,tenure_months,monthly_target,sales_units,target_ach_pct,doctor_coverage,calls_made,new_doctors_added,avg_rx_per_doctor
2021-05,REP0219,West,Cardiology,HeartGuard 5mg,47,176.0,238.0,135.6,12,39,1,19.83
2021-06,REP0219,West,Cardiology,HeartGuard 5mg,48,176.0,231.0,131.6,16,47,3,14.44
2021-07,REP0219,West,Cardiology,HeartGuard 5mg,49,176.0,207.0,117.9,22,72,2,9.41
2021-08,REP0219,West,Cardiology,HeartGuard 5mg,50,176.0,204.0,116.2,13,54,1,15.69
2021-09,REP0219,West,Cardiology,HeartGuard 5mg,51,176.0,200.0,113.9,12,30,3,16.67
2021-10,REP0219,West,Cardiology,HeartGuard 5mg,52,176.0,189.0,107.7,17,56,1,11.12
2021-11,REP0219,West,Cardiology,HeartGuard 5mg,53,176.0,187.0,106.5,23,87,2,8.13
2021-12,REP0219,West,Cardiology,HeartGuard 5mg,54,176.0,172.0,98.0,20,85,1,8.6
2022-01,REP0219,West,Cardiology,HeartGuard 5mg,55,176.0,185.0,105.4,23,96,2,8.04
2022-02,REP0219,West,Cardiology,HeartGuard 5mg,56,176.0,203.0,115.6,16,58,1,12.69
2022-03,REP0219,West,Cardiology,HeartGuard 5mg,57,176.0,222.0,126.5,24,74,1,9.25
2022-04,REP0219,West,Cardiology,HeartGuard 5mg,58,176.0,206.0,117.4,16,54,0,12.88
2022-05,REP0219,West,Cardiology,HeartGuard 5mg,59,176.0,231.0,131.6,13,52,2,17.77
2022-06,REP0219,West,Cardiology,HeartGuard 5mg,60,176.0,210.0,119.6,13,51,1,16.15
2022-07,REP0219,West,Cardiology,HeartGuard 5mg,61,176.0,255.0,145.3,9,23,1,28.33
2022-08,REP0219,West,Cardiology,HeartGuard 5mg,62,176.0,219.0,124.8,20,68,1,10.95
2022-09,REP0219,West,Cardiology,HeartGuard 5mg,63,176.0,196.0,111.7,14,43,1,14.0
2022-10,REP0219,West,Cardiology,HeartGuard 5mg,64,176.0,167.0,95.1,20,70,1,8.35
2022-11,REP0219,West,Cardiology,HeartGuard 5mg,65,176.0,204.0,116.2,20,71,2,10.2
2022-12,REP0219,West,Cardiology,HeartGuard 5mg,66,176.0,176.0,100.3,20,76,0,8.8
2023-01,REP0219,West,Cardiology,HeartGuard 5mg,67,176.0,216.0,123.1,19,71,3,11.37
2023-02,REP0219,West,Cardiology,HeartGuard 5mg,68,176.0,197.0,112.2,16,58,5,12.31
2023-03,REP0219,West,Cardiology,HeartGuard 5mg,69,176.0,211.0,120.2,15,63,0,14.07
2023-04,REP0219,West,Cardiology,HeartGuard 5mg,70,176.0,224.0,127.6,15,57,2,14.93
2023-05,REP0219,West,Cardiology,HeartGuard 5mg,71,176.0,215.0,122.5,20,63,1,10.75
2023-06,REP0219,West,Cardiology,HeartGuard 5mg,72,176.0,232.0,132.2,21,69,0,11.05
2023-07,REP0219,West,Cardiology,HeartGuard 5mg,73,176.0,217.0,123.6,18,57,3,12.06
2023-08,REP0219,West,Cardiology,HeartGuard 5mg,74,176.0,211.0,120.2,20,76,2,10.55
2023-09,REP0219,West,Cardiology,HeartGuard 5mg,75,176.0,224.0,127.6,17,61,1,13.18
2023-10,REP0219,West,Cardiology,HeartGuard 5mg,76,176.0,209.0,119.1,16,53,1,13.06
2023-11,REP0219,West,Cardiology,HeartGuard 5mg,77,176.0,193.0,109.9,24,82,3,8.04
2023-12,REP0219,West,Cardiology,HeartGuard 5mg,78,176.0,201.0,114.5,18,65,2,11.17
2021-01,REP0220,East,Oncology,ImmunoBoost 25mg,12,166.0,159.0,96.0,18,83,5,8.83
2021-02,REP0220,East,Oncology,ImmunoBoost 25mg,13,166.0,163.0,98.4,14,50,2,11.64
2021-03,REP0220,East,Oncology,ImmunoBoost 25mg,14,166.0,197.0,118.9,9,28,1,21.89
2021-04,REP0220,East,Oncology,ImmunoBoost 25mg,15,166.0,177.0,106.9,12,40,2,14.75
2021-05,REP0220,East,Oncology,ImmunoBoost 25mg,16,166.0,178.0,107.5,18,66,3,9.89
2021-06,REP0220,East,Oncology,ImmunoBoost 25mg,17,166.0,212.0,128.0,17,61,2,12.47
2021-07,REP0220,East,Oncology,ImmunoBoost 25mg,18,166.0,202.0,121.9,21,70,3,9.62
2021-08,REP0220,East,Oncology,ImmunoBoost 25mg,19,166.0,185.0,111.7,15,48,0,12.33
2021-09,REP0220,East,Oncology,ImmunoBoost 25mg,20,166.0,193.0,116.5,11,35,2,17.55
2021-10,REP0220,East,Oncology,ImmunoBoost 25mg,21,166.0,172.0,103.8,17,58,2,10.12
2021-11,REP0220,East,Oncology,ImmunoBoost 25mg,22,166.0,152.0,91.8,16,53,2,9.5
2021-12,REP0220,East,Oncology,ImmunoBoost 25mg,23,166.0,175.0,105.6,17,65,2,10.29
2022-01,REP0220,East,Oncology,ImmunoBoost 25mg,24,166.0,165.0,99.6,21,61,2,7.86
2022-02,REP0220,East,Oncology,ImmunoBoost 25mg,25,166.0,165.0,99.6,22,71,1,7.5
2022-03,REP0220,East,Oncology,ImmunoBoost 25mg,26,166.0,163.0,98.4,19,63,1,8.58
2022-04,REP0220,East,Oncology,ImmunoBoost 25mg,27,166.0,199.0,120.1,11,32,1,18.09
2022-05,REP0220,East,Oncology,ImmunoBoost 25mg,28,166.0,232.0,140.1,18,66,2,12.89
2022-06,REP0220,East,Oncology,ImmunoBoost 25mg,29,166.0,269.0,162.4,21,57,2,12.81
2022-07,REP0220,East,Oncology,ImmunoBoost 25mg,30,166.0,228.0,137.6,12,42,1,19.0
2022-08,REP0220,East,Oncology,ImmunoBoost 25mg,31,166.0,188.0,113.5,23,75,1,8.17
2022-09,REP0220,East,Oncology,ImmunoBoost 25mg,32,166.0,177.0,106.9,13,41,1,13.62
2022-10,REP0220,East,Oncology,ImmunoBoost 25mg,33,166.0,163.0,98.4,17,39,2,9.59
2022-11,REP0220,East,Oncology,ImmunoBoost 25mg,34,166.0,186.0,112.3,15,55,1,12.4
2022-12,REP0220,East,Oncology,ImmunoBoost 25mg,35,166.0,202.0,121.9,21,66,3,9.62
2023-01,REP0220,East,Oncology,ImmunoBoost 25mg,36,166.0,208.0,125.6,17,63,3,12.24
2023-02,REP0220,East,Oncology,ImmunoBoost 25mg,37,166.0,167.0,100.8,10,36,1,16.7
2023-03,REP0220,East,Oncology,ImmunoBoost 25mg,38,166.0,192.0,115.9,22,81,2,8.73
2023-04,REP0220,East,Oncology,ImmunoBoost 25mg,39,166.0,206.0,124.4,15,46,4,13.73
2023-05,REP0220,East,Oncology,ImmunoBoost 25mg,40,166.0,257.0,155.2,22,74,0,11.68
2023-06,REP0220,East,Oncology,ImmunoBoost 25mg,41,166.0,270.0,163.0,19,69,1,14.21
2023-07,REP0220,East,Oncology,ImmunoBoost 25mg,42,166.0,231.0,139.5,17,51,1,13.59
2023-08,REP0220,East,Oncology,ImmunoBoost 25mg,43,166.0,218.0,131.6,24,71,0,9.08
2023-09,REP0220,East,Oncology,ImmunoBoost 25mg,44,166.0,193.0,116.5,14,49,1,13.79
2023-10,REP0220,East,Oncology,ImmunoBoost 25mg,45,166.0,191.0,115.3,18,52,1,10.61
2023-11,REP0220,East,Oncology,ImmunoBoost 25mg,46,166.0,169.0,102.0,22,71,1,7.68
2023-12,REP0220,East,Oncology,ImmunoBoost 25mg,47,166.0,165.0,99.6,17,58,3,9.71
2021-01,REP0221,East,Cardiology,HeartGuard 5mg,28,149.0,118.0,79.1,14,56,3,8.43
2021-02,REP0221,East,Cardiology,HeartGuard 5mg,29,149.0,148.0,99.2,18,53,1,8.22
2021-03,REP0221,East,Cardiology,HeartGuard 5mg,30,149.0,167.0,111.9,13,46,2,12.85
2021-04,REP0221,East,Cardiology,HeartGuard 5mg,31,149.0,168.0,112.6,17,58,2,9.88
2021-05,REP0221,East,Cardiology,HeartGuard 5mg,32,149.0,178.0,119.3,19,63,1,9.37
2021-06,REP0221,East,Cardiology,HeartGuard 5mg,33,149.0,186.0,124.6,14,39,4,13.29
2021-07,REP0221,East,Cardiology,HeartGuard 5mg,34,149.0,182.0,121.9,17,53,0,10.71
2021-08,REP0221,East,Cardiology,HeartGuard 5mg,35,149.0,169.0,113.2,17,63,0,9.94
2021-09,REP0221,East,Cardiology,HeartGuard 5mg,36,149.0,145.0,97.2,19,69,3,7.63
2021-10,REP0221,East,Cardiology,HeartGuard 5mg,37,149.0,172.0,115.2,16,61,0,10.75
2021-11,REP0221,East,Cardiology,HeartGuard 5mg,38,149.0,115.0,77.1,14,45,4,8.21
2021-12,REP0221,East,Cardiology,HeartGuard 5mg,39,149.0,124.0,83.1,20,65,2,6.2
2022-01,REP0221,East,Cardiology,HeartGuard 5mg,40,149.0,147.0,98.5,14,57,2,10.5
2022-02,REP0221,East,Cardiology,HeartGuard 5mg,41,149.0,154.0,103.2,19,63,0,8.11
2022-03,REP0221,East,Cardiology,HeartGuard 5mg,42,149.0,166.0,111.2,26,97,2,6.38
2022-04,REP0221,East,Cardiology,HeartGuard 5mg,43,149.0,181.0,121.3,17,41,0,10.65
2022-05,REP0221,East,Cardiology,HeartGuard 5mg,44,149.0,183.0,122.6,21,88,0,8.71
2022-06,REP0221,East,Cardiology,HeartGuard 5mg,45,149.0,197.0,132.0,9,28,1,21.89
2022-07,REP0221,East,Cardiology,HeartGuard 5mg,46,149.0,210.0,140.7,14,46,3,15.0
2022-08,REP0221,East,Cardiology,HeartGuard 5mg,47,149.0,168.0,112.6,15,40,2,11.2
2022-09,REP0221,East,Cardiology,HeartGuard 5mg,48,149.0,149.0,99.8,22,67,1,6.77
2022-10,REP0221,East,Cardiology,HeartGuard 5mg,49,149.0,144.0,96.5,16,64,1,9.0
2022-11,REP0221,East,Cardiology,HeartGuard 5mg,50,149.0,140.0,93.8,17,58,2,8.24
2022-12,REP0221,East,Cardiology,HeartGuard 5mg,51,149.0,134.0,89.8,18,72,0,7.44
2023-01,REP0221,East,Cardiology,HeartGuard 5mg,52,149.0,156.0,104.5,13,54,4,12.0
2023-02,REP0221,East,Cardiology,HeartGuard 5mg,53,149.0,146.0,97.8,19,69,2,7.68
2023-03,REP0221,East,Cardiology,HeartGuard 5mg,54,149.0,170.0,113.9,15,39,1,11.33
2023-04,REP0221,East,Cardiology,HeartGuard 5mg,55,149.0,196.0,131.3,22,78,0,8.91
2023-05,REP0221,East,Cardiology,HeartGuard 5mg,56,149.0,172.0,115.2,15,37,0,11.47
2023-06,REP0221,East,Cardiology,HeartGuard 5mg,57,149.0,175.0,117.3,19,53,2,9.21
2023-07,REP0221,East,Cardiology,HeartGuard 5mg,58,149.0,181.0,121.3,22,72,1,8.23
2023-08,REP0221,East,Cardiology,HeartGuard 5mg,59,149.0,175.0,117.3,15,53,2,11.67
2023-09,REP0221,East,Cardiology,HeartGuard 5mg,60,149.0,176.0,117.9,12,45,0,14.67
2023-10,REP0221,East,Cardiology,HeartGuard 5mg,61,149.0,152.0,101.8,15,58,0,10.13
2023-11,REP0221,East,Cardiology,HeartGuard 5mg,62,149.0,164.0,109.9,7,28,3,23.43
2023-12,REP0221,East,Cardiology,HeartGuard 5mg,63,149.0,165.0,110.6,17,53,0,9.71
2021-01,REP0222,East,Oncology,CancerBlock 100mg,18,126.0,118.0,93.4,21,71,0,5.62
2021-02,REP0222,East,Oncology,CancerBlock 100mg,19,126.0,131.0,103.7,18,63,2,7.28
2021-03,REP0222,East,Oncology,CancerBlock 100mg,20,126.0,135.0,106.9,18,62,0,7.5
2021-04,REP0222,East,Oncology,CancerBlock 100mg,21,126.0,156.0,123.5,20,77,0,7.8
2021-05,REP0222,East,Oncology,CancerBlock 100mg,22,126.0,149.0,118.0,22,72,4,6.77
2021-06,REP0222,East,Oncology,CancerBlock 100mg,23,126.0,137.0,108.5,15,48,2,9.13
2021-07,REP0222,East,Oncology,CancerBlock 100mg,24,126.0,176.0,139.4,19,45,1,9.26
2021-08,REP0222,East,Oncology,CancerBlock 100mg,25,126.0,151.0,119.6,19,65,3,7.95
2021-09,REP0222,East,Oncology,CancerBlock 100mg,26,126.0,132.0,104.5,13,40,5,10.15
2021-10,REP0222,East,Oncology,CancerBlock 100mg,27,126.0,132.0,104.5,22,86,0,6.0
2021-11,REP0222,East,Oncology,CancerBlock 100mg,28,126.0,128.0,101.4,22,99,3,5.82
2021-12,REP0222,East,Oncology,CancerBlock 100mg,29,126.0,123.0,97.4,23,77,0,5.35
2022-01,REP0222,East,Oncology,CancerBlock 100mg,30,126.0,136.0,107.7,12,37,3,11.33
2022-02,REP0222,East,Oncology,CancerBlock 100mg,31,126.0,144.0,114.0,14,50,1,10.29
2022-03,REP0222,East,Oncology,CancerBlock 100mg,32,126.0,156.0,123.5,19,67,1,8.21
2022-04,REP0222,East,Oncology,CancerBlock 100mg,33,126.0,141.0,111.6,23,83,1,6.13
2022-05,REP0222,East,Oncology,CancerBlock 100mg,34,126.0,158.0,125.1,17,52,1,9.29
2022-06,REP0222,East,Oncology,CancerBlock 100mg,35,126.0,178.0,140.9,11,53,2,16.18
2022-07,REP0222,East,Oncology,CancerBlock 100mg,36,126.0,153.0,121.1,16,59,1,9.56
2022-08,REP0222,East,Oncology,CancerBlock 100mg,37,126.0,165.0,130.6,13,39,2,12.69
2022-09,REP0222,East,Oncology,CancerBlock 100mg,38,126.0,141.0,111.6,25,94,2,5.64
2022-10,REP0222,East,Oncology,CancerBlock 100mg,39,126.0,142.0,112.4,16,53,0,8.88
2022-11,REP0222,East,Oncology,CancerBlock 100mg,40,126.0,137.0,108.5,13,57,2,10.54
2022-12,REP0222,East,Oncology,CancerBlock 100mg,41,126.0,147.0,116.4,21,72,2,7.0
2023-01,REP0222,East,Oncology,CancerBlock 100mg,42,126.0,131.0,103.7,17,53,3,7.71
2023-02,REP0222,East,Oncology,CancerBlock 100mg,43,126.0,145.0,114.8,21,69,3,6.9
2023-03,REP0222,East,Oncology,CancerBlock 100mg,44,126.0,143.0,113.2,17,55,2,8.41
2023-04,REP0222,East,Oncology,CancerBlock 100mg,45,126.0,153.0,121.1,20,72,1,7.65
2023-05,REP0222,East,Oncology,CancerBlock 100mg,46,126.0,155.0,122.7,17,58,3,9.12
2023-06,REP0222,East,Oncology,CancerBlock 100mg,47,126.0,168.0,133.0,14,34,3,12.0
2023-07,REP0222,East,Oncology,CancerBlock 100mg,48,126.0,168.0,133.0,19,62,1,8.84
2023-08,REP0222,East,Oncology,CancerBlock 100mg,49,126.0,163.0,129.1,14,46,2,11.64
2023-09,REP0222,East,Oncology,CancerBlock 100mg,50,126.0,164.0,129.9,15,50,0,10.93
2023-10,REP0222,East,Oncology,CancerBlock 100mg,51,126.0,127.0,100.6,15,52,0,8.47
2023-11,REP0222,East,Oncology,CancerBlock 100mg,52,126.0,148.0,117.2,21,66,0,7.05
2023-12,REP0222,East,Oncology,CancerBlock 100mg,53,126.0,143.0,113.2,24,80,3,5.96
2021-01,REP0223,South,Orthopedics,JointFlex 15mg,29,217.0,272.0,125.2,10,27,2,27.2
2021-02,REP0223,South,Orthopedics,JointFlex 15mg,30,217.0,253.0,116.5,15,53,0,16.87
2021-03,REP0223,South,Orthopedics,JointFlex 15mg,31,217.0,249.0,114.6,17,62,1,14.65
2021-04,REP0223,South,Orthopedics,JointFlex 15mg,32,217.0,247.0,113.7,18,66,0,13.72
2021-05,REP0223,South,Orthopedics,JointFlex 15mg,33,217.0,293.0,134.9,21,64,1,13.95
2021-06,REP0223,South,Orthopedics,JointFlex 15mg,34,217.0,291.0,134.0,26,81,0,11.19
2021-07,REP0223,South,Orthopedics,JointFlex 15mg,35,217.0,319.0,146.9,16,47,1,19.94
2021-08,REP0223,South,Orthopedics,JointFlex 15mg,36,217.0,329.0,151.5,18,74,0,18.28
2021-09,REP0223,South,Orthopedics,JointFlex 15mg,37,217.0,302.0,139.0,14,58,3,21.57
2021-10,REP0223,South,Orthopedics,JointFlex 15mg,38,217.0,242.0,111.4,19,68,3,12.74
2021-11,REP0223,South,Orthopedics,JointFlex 15mg,39,217.0,229.0,105.4,16,56,3,14.31
2021-12,REP0223,South,Orthopedics,JointFlex 15mg,40,217.0,249.0,114.6,14,51,0,17.79
2022-01,REP0223,South,Orthopedics,JointFlex 15mg,41,217.0,219.0,100.8,17,61,2,12.88
2022-02,REP0223,South,Orthopedics,JointFlex 15mg,42,217.0,268.0,123.4,25,99,1,10.72
2022-03,REP0223,South,Orthopedics,JointFlex 15mg,43,217.0,306.0,140.9,27,108,3,11.33
2022-04,REP0223,South,Orthopedics,JointFlex 15mg,44,217.0,300.0,138.1,12,34,2,25.0
2022-05,REP0223,South,Orthopedics,JointFlex 15mg,45,217.0,325.0,149.6,18,70,3,18.06
2022-06,REP0223,South,Orthopedics,JointFlex 15mg,46,217.0,353.0,162.5,20,74,1,17.65
2022-07,REP0223,South,Orthopedics,JointFlex 15mg,47,217.0,322.0,148.3,19,66,0,16.95
2022-08,REP0223,South,Orthopedics,JointFlex 15mg,48,217.0,316.0,145.5,17,58,2,18.59
2022-09,REP0223,South,Orthopedics,JointFlex 15mg,49,217.0,305.0,140.4,22,81,1,13.86
2022-10,REP0223,South,Orthopedics,JointFlex 15mg,50,217.0,304.0,140.0,24,83,3,12.67
2022-11,REP0223,South,Orthopedics,JointFlex 15mg,51,217.0,267.0,122.9,22,87,1,12.14
2022-12,REP0223,South,Orthopedics,JointFlex 15mg,52,217.0,289.0,133.1,18,66,3,16.06
2023-01,REP0223,South,Orthopedics,JointFlex 15mg,53,217.0,260.0,119.7,21,74,1,12.38
2023-02,REP0223,South,Orthopedics,JointFlex 15mg,54,217.0,294.0,135.4,23,81,0,12.78
2023-03,REP0223,South,Orthopedics,JointFlex 15mg,55,217.0,291.0,134.0,15,70,0,19.4
2023-04,REP0223,South,Orthopedics,JointFlex 15mg,56,217.0,260.0,119.7,16,57,2,16.25
2023-05,REP0223,South,Orthopedics,JointFlex 15mg,57,217.0,337.0,155.2,12,42,0,28.08
2023-06,REP0223,South,Orthopedics,JointFlex 15mg,58,217.0,362.0,166.7,13,44,1,27.85
2023-07,REP0223,South,Orthopedics,JointFlex 15mg,59,217.0,360.0,165.8,16,47,3,22.5
2023-08,REP0223,South,Orthopedics,JointFlex 15mg,60,217.0,271.0,124.8,20,72,5,13.55
2023-09,REP0223,South,Orthopedics,JointFlex 15mg,61,217.0,321.0,147.8,20,63,1,16.05
2023-10,REP0223,South,Orthopedics,JointFlex 15mg,62,217.0,294.0,135.4,23,74,0,12.78
2023-11,REP0223,South,Orthopedics,JointFlex 15mg,63,217.0,277.0,127.5,11,44,3,25.18
2023-12,REP0223,South,Orthopedics,JointFlex 15mg,64,217.0,294.0,135.4,15,65,1,19.6
2021-01,REP0224,West,Oncology,OncoPure 50mg,40,221.0,228.0,103.3,16,48,2,14.25
2021-02,REP0224,West,Oncology,OncoPure 50mg,41,221.0,253.0,114.6,22,75,3,11.5
2021-03,REP0224,West,Oncology,OncoPure 50mg,42,221.0,257.0,116.5,16,51,3,16.06
2021-04,REP0224,West,Oncology,OncoPure 50mg,43,221.0,231.0,104.7,23,81,1,10.04
2021-05,REP0224,West,Oncology,OncoPure 50mg,44,221.0,263.0,119.2,16,61,2,16.44
2021-06,REP0224,West,Oncology,OncoPure 50mg,45,221.0,274.0,124.2,15,55,5,18.27
2021-07,REP0224,West,Oncology,OncoPure 50mg,46,221.0,343.0,155.4,22,70,2,15.59
2021-08,REP0224,West,Oncology,OncoPure 50mg,47,221.0,255.0,115.5,17,70,1,15.0
2021-09,REP0224,West,Oncology,OncoPure 50mg,48,221.0,251.0,113.7,15,45,1,16.73
2021-10,REP0224,West,Oncology,OncoPure 50mg,49,221.0,257.0,116.5,20,72,3,12.85
2021-11,REP0224,West,Oncology,OncoPure 50mg,50,221.0,200.0,90.6,18,57,4,11.11
2021-12,REP0224,West,Oncology,OncoPure 50mg,51,221.0,224.0,101.5,20,77,1,11.2
2022-01,REP0224,West,Oncology,OncoPure 50mg,52,221.0,251.0,113.7,22,83,1,11.41
2022-02,REP0224,West,Oncology,OncoPure 50mg,53,221.0,218.0,98.8,26,88,3,8.38
2022-03,REP0224,West,Oncology,OncoPure 50mg,54,221.0,253.0,114.6,26,87,2,9.73
2022-04,REP0224,West,Oncology,OncoPure 50mg,55,221.0,332.0,150.4,11,48,1,30.18
2022-05,REP0224,West,Oncology,OncoPure 50mg,56,221.0,309.0,140.0,16,69,1,19.31
2022-06,REP0224,West,Oncology,OncoPure 50mg,57,221.0,299.0,135.5,21,66,2,14.24
2022-07,REP0224,West,Oncology,OncoPure 50mg,58,221.0,271.0,122.8,16,76,3,16.94
2022-08,REP0224,West,Oncology,OncoPure 50mg,59,221.0,300.0,135.9,19,53,1,15.79
2022-09,REP0224,West,Oncology,OncoPure 50mg,60,221.0,289.0,131.0,16,58,0,18.06
2022-10,REP0224,West,Oncology,OncoPure 50mg,61,221.0,232.0,105.1,27,111,1,8.59
2022-11,REP0224,West,Oncology,OncoPure 50mg,62,221.0,228.0,103.3,14,52,4,16.29
2022-12,REP0224,West,Oncology,OncoPure 50mg,63,221.0,226.0,102.4,18,64,3,12.56
2023-01,REP0224,West,Oncology,OncoPure 50mg,64,221.0,251.0,113.7,12,48,2,20.92
2023-02,REP0224,West,Oncology,OncoPure 50mg,65,221.0,240.0,108.8,22,74,2,10.91
2023-03,REP0224,West,Oncology,OncoPure 50mg,66,221.0,279.0,126.4,16,49,2,17.44
2023-04,REP0224,West,Oncology,OncoPure 50mg,67,221.0,265.0,120.1,21,66,0,12.62
2023-05,REP0224,West,Oncology,OncoPure 50mg,68,221.0,341.0,154.5,18,47,1,18.94
2023-06,REP0224,West,Oncology,OncoPure 50mg,69,221.0,328.0,148.6,20,63,1,16.4
2023-07,REP0224,West,Oncology,OncoPure 50mg,70,221.0,313.0,141.8,22,66,0,14.23
2023-08,REP0224,West,Oncology,OncoPure 50mg,71,221.0,330.0,149.5,22,69,1,15.0
2023-09,REP0224,West,Oncology,OncoPure 50mg,72,221.0,329.0,149.1,21,73,3,15.67
2023-10,REP0224,West,Oncology,OncoPure 50mg,73,221.0,256.0,116.0,18,60,2,14.22
2023-11,REP0224,West,Oncology,OncoPure 50mg,74,221.0,269.0,121.9,18,67,3,14.94
2023-12,REP0224,West,Oncology,OncoPure 50mg,75,221.0,260.0,117.8,18,66,3,14.44
2021-01,REP0225,South,Orthopedics,JointFlex 15mg,43,166.0,186.0,111.9,23,83,1,8.09
2021-02,REP0225,South,Orthopedics,JointFlex 15mg,44,166.0,201.0,121.0,20,83,2,10.05
2021-03,REP0225,South,Orthopedics,JointFlex 15mg,45,166.0,211.0,127.0,19,79,2,11.11
2021-04,REP0225,South,Orthopedics,JointFlex 15mg,46,166.0,230.0,138.4,12,51,1,19.17
2021-05,REP0225,South,Orthopedics,JointFlex 15mg,47,166.0,229.0,137.8,20,76,0,11.45
2021-06,REP0225,South,Orthopedics,JointFlex 15mg,48,166.0,233.0,140.2,20,79,1,11.65
2021-07,REP0225,South,Orthopedics,JointFlex 15mg,49,166.0,241.0,145.0,15,62,2,16.07
2021-08,REP0225,South,Orthopedics,JointFlex 15mg,50,166.0,215.0,129.4,24,111,0,8.96
2021-09,REP0225,South,Orthopedics,JointFlex 15mg,51,166.0,230.0,138.4,11,36,0,20.91
2021-10,REP0225,South,Orthopedics,JointFlex 15mg,52,166.0,236.0,142.0,16,64,2,14.75
2021-11,REP0225,South,Orthopedics,JointFlex 15mg,53,166.0,230.0,138.4,13,27,1,17.69
2021-12,REP0225,South,Orthopedics,JointFlex 15mg,54,166.0,193.0,116.1,11,41,2,17.55
2022-01,REP0225,South,Orthopedics,JointFlex 15mg,55,166.0,226.0,136.0,22,73,0,10.27
2022-02,REP0225,South,Orthopedics,JointFlex 15mg,56,166.0,185.0,111.3,17,57,2,10.88
2022-03,REP0225,South,Orthopedics,JointFlex 15mg,57,166.0,199.0,119.8,18,67,1,11.06
2022-04,REP0225,South,Orthopedics,JointFlex 15mg,58,166.0,255.0,153.5,17,68,3,15.0
2022-05,REP0225,South,Orthopedics,JointFlex 15mg,59,166.0,256.0,154.1,21,62,1,12.19
2022-06,REP0225,South,Orthopedics,JointFlex 15mg,60,166.0,267.0,160.7,16,53,0,16.69
2022-07,REP0225,South,Orthopedics,JointFlex 15mg,61,166.0,293.0,176.3,14,55,1,20.93
2022-08,REP0225,South,Orthopedics,JointFlex 15mg,62,166.0,260.0,156.5,15,49,2,17.33
2022-09,REP0225,South,Orthopedics,JointFlex 15mg,63,166.0,246.0,148.0,21,73,3,11.71
2022-10,REP0225,South,Orthopedics,JointFlex 15mg,64,166.0,226.0,136.0,17,66,2,13.29
2022-11,REP0225,South,Orthopedics,JointFlex 15mg,65,166.0,216.0,130.0,14,43,2,15.43
2022-12,REP0225,South,Orthopedics,JointFlex 15mg,66,166.0,194.0,116.7,18,47,4,10.78
2023-01,REP0225,South,Orthopedics,JointFlex 15mg,67,166.0,225.0,135.4,16,68,0,14.06
2023-02,REP0225,South,Orthopedics,JointFlex 15mg,68,166.0,215.0,129.4,20,77,1,10.75
2023-03,REP0225,South,Orthopedics,JointFlex 15mg,69,166.0,249.0,149.8,19,66,1,13.11
2023-04,REP0225,South,Orthopedics,JointFlex 15mg,70,166.0,273.0,164.3,9,32,1,30.33
2023-05,REP0225,South,Orthopedics,JointFlex 15mg,71,166.0,264.0,158.9,15,42,1,17.6
2023-06,REP0225,South,Orthopedics,JointFlex 15mg,72,166.0,260.0,156.5,17,59,2,15.29
2023-07,REP0225,South,Orthopedics,JointFlex 15mg,73,166.0,301.0,181.1,18,54,2,16.72
2023-08,REP0225,South,Orthopedics,JointFlex 15mg,74,166.0,265.0,159.5,14,49,2,18.93
2023-09,REP0225,South,Orthopedics,JointFlex 15mg,75,166.0,229.0,137.8,15,53,1,15.27
2023-10,REP0225,South,Orthopedics,JointFlex 15mg,76,166.0,203.0,122.2,27,89,1,7.52
2023-11,REP0225,South,Orthopedics,JointFlex 15mg,77,166.0,215.0,129.4,17,61,0,12.65
2023-12,REP0225,South,Orthopedics,JointFlex 15mg,78,166.0,240.0,144.4,12,38,2,20.0
2021-01,REP0226,South,Oncology,CancerBlock 100mg,7,136.0,124.0,90.8,21,78,1,5.9
2021-02,REP0226,South,Oncology,CancerBlock 100mg,8,136.0,122.0,89.4,22,97,0,5.55
2021-03,REP0226,South,Oncology,CancerBlock 100mg,9,136.0,161.0,118.0,16,53,2,10.06
2021-04,REP0226,South,Oncology,CancerBlock 100mg,10,136.0,139.0,101.8,17,46,2,8.18
2021-05,REP0226,South,Oncology,CancerBlock 100mg,11,136.0,190.0,139.2,15,51,1,12.67
2021-06,REP0226,South,Oncology,CancerBlock 100mg,12,136.0,177.0,129.7,19,73,1,9.32
2021-07,REP0226,South,Oncology,CancerBlock 100mg,13,136.0,168.0,123.1,6,26,0,28.0
2021-08,REP0226,South,Oncology,CancerBlock 100mg,14,136.0,153.0,112.1,20,57,3,7.65
2021-09,REP0226,South,Oncology,CancerBlock 100mg,15,136.0,147.0,107.7,23,73,0,6.39
2021-10,REP0226,South,Oncology,CancerBlock 100mg,16,136.0,140.0,102.6,20,75,0,7.0
2021-11,REP0226,South,Oncology,CancerBlock 100mg,17,136.0,117.0,85.7,16,60,2,7.31
2021-12,REP0226,South,Oncology,CancerBlock 100mg,18,136.0,149.0,109.2,16,41,3,9.31
2022-01,REP0226,South,Oncology,CancerBlock 100mg,19,136.0,137.0,100.4,19,72,3,7.21
2022-02,REP0226,South,Oncology,CancerBlock 100mg,20,136.0,142.0,104.0,22,81,1,6.45
2022-03,REP0226,South,Oncology,CancerBlock 100mg,21,136.0,149.0,109.2,20,64,3,7.45
2022-04,REP0226,South,Oncology,CancerBlock 100mg,22,136.0,164.0,120.1,19,78,2,8.63
